Kierdrift;6;;Veendam;9646BS;6;jan@home.nl;0612346007;aaaa
Kijkduindrift;8;;Veendam;9646BT;6;jan@home.nl;0612346008;aaaa
Beukendrift;22;;Veendam;9646BV;2;jan@home.nl;0612346009;aaaa
Eikendrift;4;;Veendam;9646BU;2;jan@home.nl;0612346010;aaaa
Rododendrondrift;4;;Veendam;9646BW;2;jan@home.nl;0612346011;aaaa
Fiekusdrift;8;;Veendam;9646BX;2;jan@home.nl;0612346012;aaaa
Houtzagerdrift;3;;Veendam;9646BY;2;jan@home.nl;0612346013;aaaa
Steenbakkerdrift;5;;Veendam;9646BZ;4;jan@home.nl;0612346014;aaaa
Wolkammerdrift;6;;Veendam;9646CA;4;jan@home.nl;0612346015;aaaa
Frisodrift;2;;Veendam;9646CB;5;jan@home.nl;0612346016;aaaa
Alexanderdrift;4;;Veendam;9646CC;5;jan@home.nl;0612346017;aaaa
Constantijndrift;4;;Veendam;9646CD;5;jan@home.nl;0612346018;aaaa
Tussendrift;8;;Veendam;9646CE;5;jan@home.nl;0612346019;aaaa
Achterdrift;42;;Veendam;9646CF;5;jan@home.nl;0612346020;aaaa
Voordrift;4;a;Veendam;9646CG;5;jan@home.nl;0612346021;aaaa
Kanaaldrift;2;;Briltil;9805AA;5;jan@home.nl;0612346022;aaaa
Rivierdrift;47;;Briltil;9805AB;4;jan@home.nl;0612346023;aaaa
Meerdrift;67;;Briltil;9805AC;4;jan@home.nl;0612346024;aaaa
Zeedrift;99;;Briltil;9805AD;4;jan@home.nl;0612346025;aaaa
Asserdrift;8;;Briltil;9805AE;4;jan@home.nl;0612346026;aaaa
Groningerdrift;9;;Briltil;9805AF;4;jan@home.nl;0612346027;aaaa
Drachtsedrift;63;;Briltil;9805AG;4;jan@home.nl;0612346028;aaaa
Heidedrift;5;;Briltil;9805AH;4;jan@home.nl;0612346029;aaaa
Kerkdrift;5;;Briltil;9805AI;4;jan@home.nl;0612346030;aaaa
Barondrift;5;;Briltil;9805AJ;4;jan@home.nl;0612346031;aaaa
Gravindrift;77;;Briltil;9805AK;4;jan@home.nl;0612346032;aaaa
Koningdrift;3;;Briltil;9805AL;4;jan@home.nl;0612346033;aaaa
Koningindrift;3;;Briltil;9805AM;4;jan@home.nl;0612346034;aaaa
Sint jandrift;6;;Briltil;9805AN;3;jan@home.nl;0612346035;aaaa
Sint Nicolaasdrift;7;;Briltil;9805AO;3;jan@home.nl;0612346036;aaaa
Sint Antoniusdrift;7;;Briltil;9805AP;3;jan@home.nl;0612346037;aaaa
Van Deijnedrift;123;;Briltil;9805AQ;3;jan@home.nl;0612346038;aaaa
Langedrift;6;;Briltil;9805AR;3;jan@home.nl;0612346039;aaaa
Kortedrift;6;;Briltil;9805AS;3;jan@home.nl;0612346040;aaaa
Sint Andreusdrift;3;;Briltil;9805AT;3;jan@home.nl;0612346041;aaaa
Touwslagerdrift;58;;Briltil;9805AV;3;jan@home.nl;0612346042;aaaa
Stoeldraaierdrift;67;;Briltil;9805AU;3;jan@home.nl;0612346043;aaaa
Houthakkerdrift;45;;Briltil;9805AW;3;jan@home.nl;0612346044;aaaa
van Lennepdrift;45;;Briltil;9805AX;3;jan@home.nl;0612346045;aaaa
van Damdrift;2;;Briltil;9805AY;2;jan@home.nl;0612346046;aaaa
De Wittdrift;3;;Briltil;9805AZ;2;jan@home.nl;0612346047;aaaa
Dieverdrift;4;;Briltil;9805BA;2;jan@home.nl;0612346048;aaaa
Tilburgsedrift;5;;Briltil;9805BB;2;jan@home.nl;0612346049;aaaa
Amsterdamsedrift;9;;Briltil;9805BC;2;jan@home.nl;0612346050;aaaa
Rotterdamsedrift;77;;Briltil;9805BD;4;jan@home.nl;0612346051;aaaa
Drentsedrift;6;;Briltil;9805BE;3;jan@home.nl;0612346052;aaaa
Friesedrift;145;;Briltil;9805BF;5;jan@home.nl;0612346053;aaaa
Twentsedrift;4;;Briltil;9805BG;5;jan@home.nl;0612346054;aaaa
Haagsedrift;4;;Briltil;9805BH;3;jan@home.nl;0612346055;aaaa
Haarlemmerdrift;3;;Briltil;9805BI;3;jan@home.nl;0612346056;aaaa
Haarlemsedrift;4;;Briltil;9805BJ;3;jan@home.nl;0612346057;aaaa
Zandvoortsedrift;2;;Briltil;9805BK;3;jan@home.nl;0612346058;aaaa
Protondrift;2;;Briltil;9805BL;;jan@home.nl;0612346059;aaaa
Elektrondrift;2;;Briltil;9805BM;5;jan@home.nl;0612346060;aaaa
Mikrondrift;1;;Briltil;9805BN;5;jan@home.nl;0612346061;aaaa
Uraniumdrift;1;;Briltil;9805BO;5;jan@home.nl;0612346062;aaaa
Plutoniumdrift;1;;Briltil;9805BP;5;jan@home.nl;0612346063;aaaa
Germaniumdrift;1;;Briltil;9805BQ;5;jan@home.nl;0612346064;aaaa
Siliciumdrift;8;;Briltil;9805BR;5;jan@home.nl;0612346065;aaaa
Galliumdrift;1;;Briltil;9805BS;5;jan@home.nl;0612346066;aaaa
Boriumdrift;15;;Briltil;9805BT;5;jan@home.nl;0612346067;aaaa
Platinadrift;99;;Briltil;9805BV;4;jan@home.nl;0612346068;aaaa
Gouddrift;79;;Lemmer;8531AA;2;jan@home.nl;0612346069;aaaa
Zilverdrift;9;;Lemmer;8531AB;2;jan@home.nl;0612346070;aaaa
Diamantdrift;8;;Lemmer;8531AC;2;jan@home.nl;0612346071;aaaa
Robijndrift;6;;Lemmer;8531AD;2;jan@home.nl;0612346072;aaaa
Travetijndrift;5;;Lemmer;8531AE;2;jan@home.nl;0612346073;aaaa
Emeralddrift;43;;Lemmer;8531AF;5;jan@home.nl;0612346074;aaaa
Admiraaldrift;2;;Lemmer;8531AG;5;jan@home.nl;0612346075;aaaa
Generaaldrift;2;;Lemmer;8531AH;3;jan@home.nl;0612346076;aaaa
Keizerdrift;3;a;Lemmer;8531AI;5;jan@home.nl;0612346077;aaaa
Kalverbaan;6;;Lemmer;8531AJ;2;jan@home.nl;0612346078;aaaa
Hoofdbaan;7;;Lemmer;8531AK;4;jan@home.nl;0612346079;aaaa
Eerstebaan;8;;Lemmer;8531AL;3;jan@home.nl;0612346080;aaaa
Tweedebaan;9;;Lemmer;8531AM;2;jan@home.nl;0612346081;aaaa
Derdebaan;9;;Lemmer;8531AN;1;jan@home.nl;0612346082;aaaa
Vierdebaan;6;;Lemmer;8531AO;1;jan@home.nl;0612346083;aaaa
Vijfdebaan;6;;Lemmer;8531AP;3;jan@home.nl;0612346084;aaaa
Zesdebaan;43;;Lemmer;8531AQ;5;jan@home.nl;0612346085;aaaa
Nieuwebaan;5;;Lemmer;8531AR;7;jan@home.nl;0612346086;aaaa
Oudebaan;4;;Lemmer;8531AS;8;jan@home.nl;0612346087;aaaa
Driehoekbaan;6;;Lemmer;8531AT;9;jan@home.nl;0612346088;aaaa
van Nassaubaan;42;;Lemmer;8531AV;5;jan@home.nl;0612346089;aaaa
van Dambaan;4;;Lemmer;8531AU;3;jan@home.nl;0612346090;aaaa
Eringabaan;2;;Lemmer;8531AW;2;jan@home.nl;0612346091;aaaa
Kloosterbaan;47;;Lemmer;8531AX;12;jan@home.nl;0612346092;aaaa
Moeskerbaan;67;;Lemmer;8531AY;4;jan@home.nl;0612346093;aaaa
Hooghoudtbaan;99;;Lemmer;8531AZ;5;jan@home.nl;0612346094;aaaa
Jakobsbaan;8;;Lemmer;8531BA;5;jan@home.nl;0612346095;aaaa
Willemsbaan;9;;Lemmer;8531BB;3;jan@home.nl;0612346096;aaaa
Beatrixbaan;63;;Lemmer;8531BC;2;jan@home.nl;0612346097;aaaa
Julianabaan;5;;Lemmer;8531BD;2;jan@home.nl;0612346098;aaaa
Wilhelminabaan;5;;Lemmer;8531BE;3;jan@home.nl;0612346099;aaaa
Amaliabaan;5;;Lemmer;8531BF;4;jan@home.nl;0612346100;aaaa
Rozenbaan;77;;Lemmer;8531BG;5;jan@home.nl;0612346101;aaaa
Dennenbaan;3;;Lemmer;8531BH;6;jan@home.nl;0612346102;aaaa
Bloemenbaan;3;;Lemmer;8531BI;7;jan@home.nl;0612346103;aaaa
Dahliabaan;6;;Emmeloord;8303AA;5;jan@home.nl;0612346104;aaaa
Begoniabaan;7;;Emmeloord;8303AB;4;jan@home.nl;0612346105;aaaa
Akeleibaan;7;;Emmeloord;8303AC;3;jan@home.nl;0612346106;aaaa
Kierbaan;123;;Emmeloord;8303AD;4;jan@home.nl;0612346107;aaaa
Kijkduinbaan;6;;Emmeloord;8303AE;5;jan@home.nl;0612346108;aaaa
Beukenbaan;6;;Emmeloord;8303AF;6;jan@home.nl;0612346109;aaaa
Eikenbaan;3;;Emmeloord;8303AG;2;jan@home.nl;0612346110;aaaa
Rododendronbaan;58;;Emmeloord;8303AH;2;jan@home.nl;0612346111;aaaa
Fiekusbaan;67;;Emmeloord;8303AI;4;jan@home.nl;0612346112;aaaa
Houtzagerbaan;45;;Emmeloord;8303AJ;5;jan@home.nl;0612346113;aaaa
Steenbakkerbaan;47;;Emmeloord;8303AK;6;jan@home.nl;0612346114;aaaa
Wolkammerbaan;6;;Emmeloord;8303AL;7;jan@home.nl;0612346115;aaaa
Frisobaan;7;;Emmeloord;8303AM;4;jan@home.nl;0612346116;aaaa
Alexanderbaan;4;;Emmeloord;8303AN;3;jan@home.nl;0612346117;aaaa
Constantijnbaan;3;;Emmeloord;8303AO;2;jan@home.nl;0612346118;aaaa
Tussenbaan;58;;Emmeloord;8303AP;3;jan@home.nl;0612346119;aaaa
Achterbaan;5;;Emmeloord;8303AQ;5;jan@home.nl;0612346120;aaaa
Voorbaan;3;;Emmeloord;8303AR;6;jan@home.nl;0612346121;aaaa
Kanaalbaan;53;;Emmeloord;8303AS;6;jan@home.nl;0612346122;aaaa
Rivierbaan;42;;Beilen;9411AA;6;jan@home.nl;0612346123;aaaa
Meerbaan;42;;Beilen;9411AB;3;jan@home.nl;0612346124;aaaa
Zeebaan;4;a;Beilen;9411AC;3;jan@home.nl;0612346125;aaaa
Asserbaan;2;;Beilen;9411AD;1;jan@home.nl;0612346126;aaaa
Groningerbaan;42;;Beilen;9411AE;2;jan@home.nl;0612346127;aaaa
Drachtsebaan;4;;Beilen;9411AF;3;jan@home.nl;0612346128;aaaa
Heidebaan;24;;Beilen;9411AG;4;jan@home.nl;0612346129;aaaa
Kerkbaan;4;;Beilen;9411AH;5;jan@home.nl;0612346130;aaaa
Baronbaan;6;;Beilen;9411AI;5;jan@home.nl;0612346131;aaaa
Gravinbaan;86;;Beilen;9411AJ;5;jan@home.nl;0612346132;aaaa
Koningbaan;3;;Beilen;9411AK;5;jan@home.nl;0612346133;aaaa
Koninginbaan;3;;Beilen;9411AL;5;jan@home.nl;0612346134;aaaa
Sint janbaan;5;;Beilen;9411AM;4;jan@home.nl;0612346135;aaaa
Sint Nicolaasbaan;2;;Beilen;9411AN;4;jan@home.nl;0612346136;aaaa
Sint Antoniusbaan;2;;Beilen;9411AO;4;jan@home.nl;0612346137;aaaa
Van Deijnebaan;3;;Beilen;9411AP;2;jan@home.nl;0612346138;aaaa
Langebaan;3;;Beilen;9411AQ;3;jan@home.nl;0612346139;aaaa
Kortebaan;45;;Beilen;9411AR;4;jan@home.nl;0612346140;aaaa
Sint Andreusbaan;2;;Beilen;9411AS;5;jan@home.nl;0612346141;aaaa
Touwslagerbaan;3;;Beilen;9411AT;6;jan@home.nl;0612346142;aaaa
Stoeldraaierbaan;4;;Beilen;9411AV;7;jan@home.nl;0612346143;aaaa
Houthakkerbaan;5;;Beilen;9411AU;5;jan@home.nl;0612346144;aaaa
van Lennepbaan;9;;Beilen;9411AW;4;jan@home.nl;0612346145;aaaa
van Dambaan;77;;Beilen;9411AX;3;jan@home.nl;0612346146;aaaa
De Wittbaan;6;;Beilen;9411AY;4;jan@home.nl;0612346147;aaaa
Dieverbaan;145;;Beilen;9411AZ;5;jan@home.nl;0612346148;aaaa
Tilburgsebaan;4;;Gieten;9461AA;6;jan@home.nl;0612346149;aaaa
Amsterdamsebaan;4;;Gieten;9461AB;2;jan@home.nl;0612346150;aaaa
Rotterdamsebaan;3;;Gieten;9461AC;2;jan@home.nl;0612346151;aaaa
Drentsebaan;4;;Gieten;9461AD;4;jan@home.nl;0612346152;aaaa
Friesebaan;2;;Gieten;9461AE;5;jan@home.nl;0612346153;aaaa
Twentsebaan;2;;Gieten;9461AF;6;jan@home.nl;0612346154;aaaa
Haagsebaan;2;;Gieten;9461AG;7;jan@home.nl;0612346155;aaaa
Haarlemmerbaan;6;;Gieten;9461AH;4;jan@home.nl;0612346156;aaaa
Haarlemsebaan;5;;Gieten;9461AI;3;jan@home.nl;0612346157;aaaa
Zandvoortsebaan;34;;Gieten;9461AJ;2;jan@home.nl;0612346158;aaaa
Protonbaan;2;;Gieten;9461AK;3;jan@home.nl;0612346159;aaaa
Elektronbaan;5;;Gieten;9461AL;5;jan@home.nl;0612346160;aaaa
Mikronbaan;6;;Gieten;9461AM;6;jan@home.nl;0612346161;aaaa
Uraniumbaan;8;;Gieten;9461AN;6;jan@home.nl;0612346162;aaaa
Plutoniumbaan;99;;Gieten;9461AO;6;jan@home.nl;0612346163;aaaa
Germaniumbaan;23;;Gieten;9461AP;3;jan@home.nl;0612346164;aaaa
Siliciumbaan;8;;Gieten;9461AQ;3;jan@home.nl;0612346165;aaaa
Galliumbaan;5;;Borger;9531AA;1;jan@home.nl;0612346166;aaaa
Boriumbaan;4;;Borger;9531AB;2;jan@home.nl;0612346167;aaaa
Platinabaan;32;;Borger;9531AC;3;jan@home.nl;0612346168;aaaa
Goudbaan;1;;Borger;9531AD;4;jan@home.nl;0612346169;aaaa
Zilverbaan;1;;Borger;9531AE;5;jan@home.nl;0612346170;aaaa
Diamantbaan;4;;Borger;9531AF;5;jan@home.nl;0612346171;aaaa
Robijnbaan;6;;Borger;9531AG;5;jan@home.nl;0612346172;aaaa
Travetijnbaan;8;;Borger;9531AH;5;jan@home.nl;0612346173;aaaa
Emeraldbaan;4;;Borger;9531AI;5;jan@home.nl;0612346174;aaaa
Admiraalbaan;4;;Borger;9531AJ;4;jan@home.nl;0612346175;aaaa
Generaalbaan;2;;Borger;9531AK;4;jan@home.nl;0612346176;aaaa
Keizerbaan;2;a;Borger;9531AL;4;jan@home.nl;0612346177;aaaa
